nimi_suomi,nimi_ruotsi,x,y,kunta
Pitäjänmäen asemapuisto,Sockenbacka stationspark,25492248.0,6679013.0,Helsinki
Rantaradan puistokuja,Kustbansallén,25492293.0,6678987.0,Helsinki
Rantaradanaukio,Kustbansplatsen,25492136.0,6679045.0,Helsinki
Rantaradankallio,Kustbansberget,25491822.0,6679089.0,Helsinki
Malmin lentoaseman katu,Malms flygplats gata,25502563.0,6681732.0,Helsinki
Pulkovonkuja,Pulkovogränden,25502822.0,6681646.0,Helsinki
Spilvenkuja,Spilvegränden,25502867.0,6681817.0,Helsinki
Tempelhofinkatu,Tempelhofsgatan,25502851.0,6681603.0,Helsinki
Brommankatu,Brommagatan,25502471.0,6681663.0,Helsinki
Hyppytorninpuisto,Hopptornsparken,25502578.0,6681710.0,Helsinki
Kastrupinkatu,Kastrupgatan,25502730.0,6681544.0,Helsinki
Lentoreitinpuisto,Flygruttsparken,25502531.0,6681743.0,Helsinki
Jollaksen kartanonpuisto,Jollas gårds park,25504588.0,6672332.0,Helsinki
Veijo Meren puisto,Veijo Meris park,25503375.0,6675395.0,Helsinki
Kotipuunpolku,Hemträdsstigen,25491809.0,6679999.0,Helsinki
Oravapuisto,Ekorrparken,25501823.0,6676111.0,Helsinki
Lasinpuhaltajanpolku,Glasblåsarstigen,25501201.0,6685481.0,Helsinki
Kottaraispuisto,Starparken,25500225.0,6683635.0,Helsinki
Tervapääskynpuisto,Tornsvaluparken,25499521.0,6683140.0,Helsinki
Jollaksen kartanon kuja,Jollas gårds gränd,25504563.0,6672229.0,Helsinki
Vesipääskynkuja,Simsnäppsgränden,25504395.0,6679945.0,Helsinki
Haapasaaret,Aspholmarna,25504165.0,6669764.0,Helsinki
Uunisaaret,Ugnsholmarna,25497431.0,6671066.0,Helsinki
Pukkisaaret,Bockholmarna,25493482.0,6674993.0,Helsinki
Finnörinpolku,Finnörsstigen,25512604.0,6682902.0,Helsinki
Sydänpuunpuisto,Kärnvedsparken,25491678.0,6681962.0,Helsinki
Kevätpuunkuja,Vårvedsgränden,25491673.0,6681934.0,Helsinki
Kesäpuunaukio,Sommarvedsplatsen,25491798.0,6681876.0,Helsinki
Särkipolku,Mörtstigen,25493158.0,6670402.0,Helsinki
Hakaniemenkatu,Hagnäsgatan,25497489.0,6673992.0,Helsinki
Eskaaderisatama,Eskaderhamnen,25496656.0,6671025.0,Helsinki
Regattasatama,Regattahamnen,25496935.0,6670979.0,Helsinki
Wivi Lönnin aukio,Wivi Lönns plats,25500351.0,6674596.0,Helsinki
Kalmistonkaari,Begravningsplatsbågen,25501444.0,6680844.0,Helsinki
Kalmiston puistotie,Begravningsplatsallén,25501257.0,6680121.0,Helsinki
Bunkkerinaukio,Bunkerplatsen,25495522.0,6671390.0,Helsinki
Kivinokantie,Stenuddsvägen,25500939.0,6675517.0,Helsinki
Kulosaaren kartanon tie,Brändö gårds väg,25500898.0,6675437.0,Helsinki
Naurissalmenlaituri,Rovholmssundsbryggan,25500767.0,6675468.0,Helsinki
Kivinokanaukio,Stenuddsplatsen,25500734.0,6675748.0,Helsinki
Ponnistuksenpolku,Ponnistusstigen,25500749.0,6675848.0,Helsinki
Isonkyröntie,Storkyrövägen,25497414.0,6677523.0,Helsinki
Kumpulankatu,Gumtäktsgatan,25497822.0,6676251.0,Helsinki
Arkadia,Arkadia,25496235.0,6673174.0,Helsinki
Sepänmäki,Smedsbacka,25501733.0,6681404.0,Helsinki
Merihaka,Havshagen,25497848.0,6674014.0,Helsinki
Tilkka,Tilkka,25494386.0,6676310.0,Helsinki
Malminkenttä,Malms flygplats,25502446.0,6681862.0,Helsinki
Nihti,Knekten,25498487.0,6673926.0,Helsinki
Ampeerikatu,Amperegatan,25493126.0,6678914.0,Helsinki
Kuvernöörinkuja,Guvernörsgränden,25502874.0,6673684.0,Helsinki
Huopakatonkuja,Filttaksgränden,25501510.0,6682228.0,Helsinki
Katontekijänkatu,Takläggargatan,25501311.0,6682113.0,Helsinki
Ormuspellonraitio,Ormusåkersspåret,25501373.0,6682065.0,Helsinki
Vanhanradanaukio,Gamla banplatsen,25501430.0,6682040.0,Helsinki
Wavulininkulku,Wavulinsgången,25493375.0,6671182.0,Helsinki
Mannerheim-ristin ritarien aukea,Mannerheimriddarplatsen,25494635.0,6676113.0,Helsinki
Levankikuja,Levanggränden,25506460.0,6676450.0,Helsinki
Verkkosaari,Nätholmen,25498915.0,6675367.0,Helsinki
Laila Kinnusen katu,Laila Kinnunens gata,25498662.0,6676005.0,Helsinki
Olavi Virran katu,Olavi Virtas gata,25498622.0,6675920.0,Helsinki
Hermanninterassi,Hermanstadsterrassen,25498970.0,6675854.0,Helsinki
Albumikatu,Albumgatan,25498993.0,6675666.0,Helsinki
Annikki Tähden katu,Annikki Tähtis gata,25498729.0,6675944.0,Helsinki
Erik Lindströmin katu,Erik Lindströms gata,25498681.0,6675855.0,Helsinki
Iskelmäkatu,Schlagergatan,25498850.0,6675614.0,Helsinki
Iskelmäpuisto,Schlagerparken,25498897.0,6675583.0,Helsinki
Kertosäkeenpuisto,Refrängparken,25498774.0,6675796.0,Helsinki
Kerttu Mustosen katu,Kerttu Mustonens gata,25498912.0,6675776.0,Helsinki
Kultalevynkatu,Guldskivsgatan,25498828.0,6675711.0,Helsinki
Tempokuja,Tempogränden,25499049.0,6675645.0,Helsinki
Toivelevynkatu,Önskeskivsgatan,25498975.0,6675734.0,Helsinki
Stemma-aukio,Stämplatsen,25498684.0,6675899.0,Helsinki
Länsi-Haagan aukio,Västra Hagaplatsen,25493555.0,6677910.0,Helsinki
Länsiympyrä,Västercirkeln,25493539.0,6677797.0,Helsinki
Viilarinkuja,Filargränden,25503350.0,6677804.0,Helsinki
Viilarinpolku,Filarstigen,25503348.0,6677896.0,Helsinki
Varikkokuja,Depågränden,25503323.0,6677533.0,Helsinki
Else Aropaltion polku,Else Aropaltios stig,25493282.0,6671387.0,Helsinki
Kivitorpanaukio,Stentorpsplatsen,25493462.0,6676543.0,Helsinki
Kytkintangonaukio,Koppelstångsplatsen,25496298.0,6676011.0,Helsinki
Kytkintangonkuja,Koppelstångsgränden,25496280.0,6676107.0,Helsinki
Lounaisväylänpolku,Sydvästpassagestigen,25492029.0,6671403.0,Helsinki
Länsiulapanpolku,Västerfjärdsstigen,25492162.0,6671232.0,Helsinki
Itälahdenpolku,Österviksstigen,25493489.0,6670458.0,Helsinki
Herttoniemenportti,Hertonäsporten,25501646.0,6675729.0,Helsinki
Pegasoksenkuja,Pegasgränden,25500841.0,6672961.0,Helsinki
Haruspolku,Stagstigen,25506720.0,6676746.0,Helsinki
Haruspuisto,Stagparken,25506793.0,6676647.0,Helsinki
Harustie,Stagvägen,25506822.0,6676742.0,Helsinki
Suvilahdenpuisto,Söderviksparken,25498160.0,6674561.0,Helsinki
Tulitikunkuja,Tändsticksgränden,25498133.0,6674593.0,Helsinki
Ananaspuisto,Ananasparken,25498278.0,6677922.0,Helsinki
Otanmäenpolku,Otanmäkistigen,25498244.0,6677890.0,Helsinki
Valtimonkuja,Valtimogränden,25498320.0,6677754.0,Helsinki
Vatupassi,Vattenpasset,25502184.0,6675569.0,Helsinki
Naantalinpuisto,Nådendalsparken,25493388.0,6677056.0,Helsinki
Luvianpuisto,Luviaparken,25493310.0,6676812.0,Helsinki
Halkaisijanpolku,Klyvarstigen,25507097.0,6676703.0,Helsinki
Halkaisijantie,Klyvarvägen,25507086.0,6676631.0,Helsinki
Meri-Rastilan tie,Havsrastbölevägen,25506498.0,6676633.0,Helsinki
Heikinniemenpolku,Hindersnässtigen,25493941.0,6675112.0,Helsinki
Verkkosaarenlaituri,Nätholmskajen,25499134.0,6675437.0,Helsinki
Kirjanpuisto,Bokparken,25497540.0,6673721.0,Helsinki
Talinhuipuntie,Talitoppsvägen,25491575.0,6678404.0,Helsinki
Sivuraja,Sidlinjen,25491593.0,6678439.0,Helsinki
Rusettipuisto,Rosettparken,25504022.0,6677883.0,Helsinki
Kairapiha,Fjällmarksgården,25506001.0,6680886.0,Helsinki
Volter Kilven puisto,Volter Kilpis park,25500050.0,6675043.0,Helsinki
Kansanpuistonpolku,Folkparksstigen,25499858.0,6674272.0,Helsinki
Kesäteatterinpolku,Sommarteaterstigen,25499744.0,6674162.0,Helsinki
Iltasatu,Godnattsagan,25503229.0,6675821.0,Helsinki
Kuitianaukio,Qvidjaplatsen,25505187.0,6677996.0,Helsinki
Puotilanportti,Botbyporten,25505263.0,6678055.0,Helsinki
Vanhanlinnanaukio,Vanhalinnaplatsen,25505077.0,6678032.0,Helsinki
Aallokko,Vågsvallet,,,Espoo
Aallonhuippu,Vågtoppen,,,Espoo
Aallonkohina,Vågbruset,,,Espoo
Aallonmerkki,Vågmärket,,,Espoo
Aallontaite,Vågbrottet,,,Espoo
Aalto,Vågen,,,Espoo
Aamukuja,Morgongränden,,,Espoo
Aamupäivänkuja,Förmiddagsgränden,,,Espoo
Aamutie,Morgonvägen,,,Espoo
Aamutähti,Morgonstjärnan,,,Espoo
Aamuyönkuja,Dagningsgränden,,,Espoo
Aamuyöntie,Dagningsvägen,,,Espoo
Aapelinkatu,Abelsgatan,,,Espoo
Aapontie,Aapos väg,,,Espoo
Aarnivalkeantie,Drakeldsvägen,,,Espoo
Aarrekartantie,Skattkartsvägen,,,Espoo
Aavasaksanpolku,Aavasaksastigen,,,Espoo
Adjutantinkatu,Adjutantsgatan,,,Espoo
Adjutantinkuja,Adjutantsgränden,,,Espoo
Ahertajankuja,Flitargränden,,,Espoo
Ahertajanpiha,Flitargården,,,Espoo
Ahertajantie,Flitarvägen,,,Espoo
Ahotie,Svedvägen,,,Espoo
Ahtaanmäki,Trångsundsbacken,,,Espoo
Ahtaanoja,Trångsund,,,Espoo
Ahvenevä,Abborrfenan,,,Espoo
Ahvenkuja,Abborrgränden,,,Espoo
Ahventie,Abborrvägen,,,Espoo
Aitamaa,Gärdet,,,Espoo
Aitovieri,Gärdesrenen,,,Espoo
Ajojahdintie,Drevjaktsvägen,,,Espoo
Ajokoirantie,Jakthundsvägen,,,Espoo
Ajomiehenkuja,Drevkarlsgränden,,,Espoo
Ajomiehentie,Drevkarlsvägen,,,Espoo
Ajurinkatu,Formansgatan,,,Espoo
Ajurinkuja,Formansgränden,,,Espoo
Ajurinmäki,Formansbacken,,,Espoo
Akselinpolku,Axelsstigen,,,Espoo
Alajuoksu,Nedre loppet,,,Espoo
Alajyrkäntie,Alajyrkkävägen,,,Espoo
Alakalliontie,Nederbergsvägen,,,Espoo
Alakartanonkuja,Nedergårdsgränden,,,Espoo
Alakartanontie,Nedergårdsvägen,,,Espoo
Alalinnake,Nedre fortet,,,Espoo
Alamyllynpolku,Nedre kvarnstigen,,,Espoo
Alamäentie,Nederbacksvägen,,,Espoo
Alamäki,Nederbacken,,,Espoo
Alaniemenkuja,Nedernäsgränden,,,Espoo
Alaniemenpolku,Nedernässtigen,,,Espoo
Alaniementie,Nedernäsvägen,,,Espoo
Alaniitynkuja,Nederängsgränden,,,Espoo
Alaniitynmäki,Nederängsbacken,,,Espoo
Alaniityntie,Nederängsvägen,,,Espoo
Alankokuja,Låglandsgränden,,,Espoo
Alankotie,Låglandsvägen,,,Espoo
Alaportti,Nederporten,,,Espoo
Alasin,Städet,,,Espoo
Alaterassitie,Nedre terrassvägen,,,Espoo
Alatie,Nedre vägen,,,Espoo
Alatörmä,Nederbrinken,,,Espoo
Alberganesplanadi,Albergaesplanaden,,,Espoo
Alholmantie,Alholmsvägen,,,Espoo
Alihaka,Nederhagen,,,Espoo
Alilähde,Nederkällan,,,Espoo
Alkonmäenkuja,Alkobacksgränden,,,Espoo
Alkutie,Alkuvägen,,,Espoo
Alokaskuja,Rekrytgränden,,,Espoo
Alokastie,Rekrytvägen,,,Espoo
Alskär,Alskär,,,Espoo
Alustalaisentie,Underhavandevägen,,,Espoo
Amiraalin puistotie,Amiralsallén,,,Espoo
Amiraalinsatama,Amiralshamnen,,,Espoo
Ampujankuja,Skyttegränden,,,Espoo
Ampujanmäki,Skyttebacken,,,Espoo
Anfallinkuja,Anfallsgränden,,,Espoo
Anfallinpolku,Anfallsstigen,,,Espoo
Anfallintie,Anfallsvägen,,,Espoo
Anjankuja,Anjasgränden,,,Espoo
Ankeriaankuja,Ålgränden,,,Espoo
Ankeriaankulma,Ålhörnan,,,Espoo
Ankeriaanpolku,Ålstigen,,,Espoo
Ankkurinvarsi,Ankarläggen,,,Espoo
Ankkurisaarentie,Ankarholmsvägen,,,Espoo
Ankkuritie,Ankarvägen,,,Espoo
Anna-muorin tie,Mor Annas väg,,,Espoo
Anna Sahlsténin katu,Anna Sahlsténs gata,,,Espoo
Annan puistotie,Annasallén,,,Espoo
Annantie,Annavägen,,,Espoo
Annintanhua,Annistået,,,Espoo
Ansakuja,Snargränden,,,Espoo
Ansatie,Snarvägen,,,Espoo
Antaksenkuja,Antasgränden,,,Espoo
Antaksentie,Antasvägen,,,Espoo
Antinkuja,Andersgränden,,,Espoo
Antreantie,S:t Andreevägen,,,Espoo
Anturapolku,Plintstigen,,,Espoo
Apajakuja,Varpgränden,,,Espoo
Apilarinne,Klöverbranten,,,Espoo
Arkiniitynportti,Arkniittyporten,,,Espoo
Arkiniityntie,Arkniittyvägen,,,Espoo
Armas Launiksen katu,Armas Launis gata,,,Espoo
Arpaonnenkuja,Lotterigränden,,,Espoo
Arttelikuja,Båtlagsgränden,,,Espoo
Arvelanaukio,Arvidsplatsen,,,Espoo
Arvelankuja,Arvidsgränden,,,Espoo
Arvelanmäki,Arvidsbacken,,,Espoo
Arvelanniitty,Arvidsängen,,,Espoo
Arvelantie,Arvidsvägen,,,Espoo
Asemakuja,Stationsgränden,,,Espoo
Aseveljentie,Vapenbrödravägen,,,Espoo
Asgård,Asgård,,,Espoo
Aspelininkuja,Aspelinsgränden,,,Espoo
Aspelinintie,Aspelinsvägen,,,Espoo
Auerinkuja,Auergränden,,,Espoo
Auringonkatu,Solgatan,,,Espoo
Auringonkuja,Solskivan,,,Espoo
Aurinkoniitynkuja,Solängsgränden,,,Espoo
Aurinkoniityntie,Solängsvägen,,,Espoo
Aurorankuja,Auroragränden,,,Espoo
Auroranmäki,Aurorabacken,,,Espoo
Auroranportti,Auroraporten,,,Espoo
Avaruuskatu,Rymdgatan,,,Espoo
Balderinkuja,Baldersgränden,,,Espoo
Bassenkuja,Bassegränden,,,Espoo
Bassenkyläntie,Bassebyvägen,,,Espoo
Bassenmäki,Bassebacken,,,Espoo
Bassenraitti,Bassestråket,,,Espoo
Bellinmäki,Bellbacken,,,Espoo
Bellinrinne,Bellbranten,,,Espoo
Bellintie,Bellvägen,,,Espoo
Bensulsintie,Bensulsvägen,,,Espoo
Bergön Flakaholm,Bergö Flakaholm,,,Espoo
Bergönrinne,Bergöbrinken,,,Espoo
Bergöntie,Bergövägen,,,Espoo
Bertel Jungin aukio,Bertel Jungs plats,,,Espoo
Berthanpolku,Berthastigen,,,Espoo
Betonimiehenkuja,Betongblandargränden,,,Espoo
Bifrostinkuja,Bifrostgränden,,,Espoo
Biologinkuja,Biologgränden,,,Espoo
Birger Carlstedtin kuja,Birger Carlstedts gränd,,,Espoo
Björkholmen,Björkholmen,,,Espoo
Björksundintie,Björksundsvägen,,,Espoo
Björkö,Björkö,,,Espoo
Blominkuja,Blommens gränd,,,Espoo
Blominmetsäntie,Blomskogsvägen,,,Espoo
Blominmäki,Blombacken,,,Espoo
Blomintie,Blommens väg,,,Espoo
Bodominkuja,Bodomgränden,,,Espoo
Bodomintie,Bodomvägen,,,Espoo
Bodöntie,Bodövägen,,,Espoo
Boholmankuja,Boholmsgränden,,,Espoo
Borgintie,Borgsvägen,,,Espoo
Bosmedsinkuja,Bosmedsgränden,,,Espoo
Bosundinlaituri,Bosunds brygga,,,Espoo
Bosundintie,Bosundsvägen,,,Espoo
Braskarna,Braskarna,,,Espoo
Bredankuja,Bredagränden,,,Espoo
Bredanportti,Bredaporten,,,Espoo
Brinkinmalmi,Brinkesmalmen,,,Espoo
Brinkinmäentie,Brinkesvägen,,,Espoo
Brobackantie,Brobackavägen,,,Espoo
Brudholmen,Brudholmen,,,Espoo
Brynstensinkuja,Brynstensgränden,,,Espoo
Buguholm,Buguholm,,,Espoo
Burmanintie,Burmansvägen,,,Espoo
Buusintie,Buusvägen,,,Espoo
Collaninkuja,Collangränden,,,Espoo
Daaliakuja,Dahliagränden,,,Espoo
Degerbyntie,Degerbyvägen,,,Espoo
Diakonissantie,Diakonissvägen,,,Espoo
Donabacka,Donabacka,,,Espoo
Dynikinkuja,Dyniksgränden,,,Espoo
Edelfeltinkuja,Edelfeltsgränden,,,Espoo
Eerontie,Eeros väg,,,Espoo
Eestiläistenportti,Estländarporten,,,Espoo
Eestiläistentie,Estländarvägen,,,Espoo
Eestinahde,Estbacken,,,Espoo
Eestinkallio,Estberget,,,Espoo
Eestinkallionkuja,Estbergsgränden,,,Espoo
Eestinkalliontie,Estbergsvägen,,,Espoo
Eestinlaakso,Estdalen,,,Espoo
Eestinmalmi,Estmalmen,,,Espoo
Eestinmalmintie,Estmalmsvägen,,,Espoo
Eestinrinne,Estbranten,,,Espoo
Eestinrinteentie,Estbrantsvägen,,,Espoo
Eestintaival,Eststråten,,,Espoo
Eetinkuja,Editsgränden,,,Espoo
Ehtoopolku,Aftonsolsstigen,,,Espoo
Ekonominaukio,Ekonomplatsen,,,Espoo
Elfvikinkuja,Elfviksgränden,,,Espoo
Elfvikintie,Elfviksvägen,,,Espoo
Elisantie,Elisavägen,,,Espoo
Elisenvaarankuja,Elisenvaaragränden,,,Espoo
Ellipsikuja,Ellipsgränden,,,Espoo
Ellipsipolku,Ellipsgången,,,Espoo
Elosalamantie,Kornblixtvägen,,,Espoo
Elsankuja,Elsasgränden,,,Espoo
Emil Halmeen tie,Emil Halmes väg,,,Espoo
Emilsbergintie,Emilsbergsvägen,,,Espoo
Emännänpiha,Värdinnegården,,,Espoo
Emännänpolku,Värdinnestigen,,,Espoo
Emännäntie,Värdinnevägen,,,Espoo
Engelin puistotie,Engelsallén,,,Espoo
Ennekuja,Varselgränden,,,Espoo
Ensimmäinen huvilatie,Första villavägen,,,Espoo
Ensimmäinen järvikuja,Första träskgränden,,,Espoo
Ensitie,Första vägen,,,Espoo
Ensitorppa,Första torpet,,,Espoo
Ensonkuja,Ensogränden,,,Espoo
Erik Bassen tie,Erik Basses väg,,,Espoo
Eriksbergintie,Eriksbergsvägen,,,Espoo
Erikstorp,Erikstorp,,,Espoo
Ersintie,Ersvägen,,,Espoo
Ervastintie,Ervastvägen,,,Espoo
Erä-Mattilan tie,Erä-Mattilavägen,,,Espoo
Eräharju,Utmarksåsen,,,Espoo
Erätie,Utmarksvägen,,,Espoo
Esikunnankatu,Stabsgatan,,,Espoo
Esperantotie,Esperantovägen,,,Espoo
Espoonaukio,Esboplatsen,,,Espoo
Espoonkatu,Esbogatan,,,Espoo
Espoonlahdenkatu,Esboviksgatan,,,Espoo
Espoonlahdenkuja,Esboviksgränden,,,Espoo
Espoonlahdenranta,Esboviksstranden,,,Espoo
Espoonlahdentie,Esboviksvägen,,,Espoo
Espoonportti,Esboporten,,,Espoo
Espoontie,Esbovägen,,,Espoo
Espoonväylä,Esboleden,,,Espoo
Etelärinne,Sydbranten,,,Espoo
Etelätie,Sydvägen,,,Espoo
Etelätuulentie,Sunnanvindsvägen,,,Espoo
Eteläviitankuja,Sydpricksgränden,,,Espoo
Eteläviitta,Sydpricken,,,Espoo
Etuniemenkuja,Framnäsgränden,,,Espoo
Etuniemenniitty,Framnäsängen,,,Espoo
Etuniementie,Framnäsvägen,,,Espoo
Etuvartio,Förposten,,,Espoo
Everstinkatu,Överstegatan,,,Espoo
Everstinkuja,Överstegränden,,,Espoo
Fallåker,Fallåker,,,Espoo
Fallåkerinrinne,Fallåkersbranten,,,Espoo
Felsundintie,Felsundsvägen,,,Espoo
Fickenkuja,Fickegränden,,,Espoo
Finnoonkallio,Finnoberget,,,Espoo
Finnoonkartanonkatu,Finnogårdsgatan,,,Espoo
Finnoonlaaksontie,Finnodalsvägen,,,Espoo
Finnoonniitty,Finnoängen,,,Espoo
Finnoonniitynkuja,Finnoängsgränden,,,Espoo
Finnoonpuisto,Finnoparken,,,Espoo
Finnoonpuro,Finnobäcken,,,Espoo
Finnoonristi,Finnokorset,,,Espoo
Finnoonsilta,Finnobron,,,Espoo
Finnoontie,Finnovägen,,,Espoo
Finnsinmäki,Finnsbacken,,,Espoo
Finnsintie,Finnsvägen,,,Espoo
Fjalarinkuja,Fjalargränden,,,Espoo
Flakaholm,Flakaholm,,,Espoo
Fonseenintie,Fonseensvägen,,,Espoo
Forsbackantie,Forsbackavägen,,,Espoo
Forstmestarinpiha,Forstmästarvillan,,,Espoo
Frans Olinin polku,Frans Olins stig,,,Espoo
Fransmaninkuja,Fransmansgränden,,,Espoo
Frejankuja,Frejagränden,,,Espoo
Fridhemintie,Fridhemsvägen,,,Espoo
Frigårdintie,Frigårdsvägen,,,Espoo
Friisilänaukio,Frisansplatsen,,,Espoo
Friisilänraitti,Frisansstråket,,,Espoo
Friisiläntie,Frisansvägen,,,Espoo
Friisinkalliontie,Frisbergsvägen,,,Espoo
Friisinkuja,Frisgränden,,,Espoo
Friisinmäenaukio,Frisbackaplatsen,,,Espoo
Friisinmäentie,Frisbackavägen,,,Espoo
Friisinniitty,Frisängen,,,Espoo
Friisinniityntie,Frisängsvägen,,,Espoo
Friisinpiha,Frisgården,,,Espoo
Frosteruksentie,Frosterusvägen,,,Espoo
Gallen-Kallelan tie,Gallen-Kallelas väg,,,Espoo
Gerkinkartano,Gerkgården,,,Espoo
Glimsintie,Glimsvägen,,,Espoo
Gobbackankallio,Gobbackaberget,,,Espoo
Gobbackanrinne,Gobbackabranten,,,Espoo
Gobbackantie,Gobbackavägen,,,Espoo
Golfpolku,Golfstigen,,,Espoo
Granholmen,Granholmen,,,Espoo
Gransinmäki,Gransbacken,,,Espoo
Gräsanlaakso,Gräsadalen,,,Espoo
Gräsanlaaksonkuja,Gräsadalsgränden,,,Espoo
Gräsanportti,Gräsaporten,,,Espoo
Gräsansiimes,Gräsaskuggan,,,Espoo
Gräsantörmä,Gräsabrinken,,,Espoo
Gumbölentie,Gumbölevägen,,,Espoo
Gunni Olinin tie,Gunni Olins väg,,,Espoo
Gyldenärinkatu,Gyldenärsgatan,,,Espoo
Haapakuja,Aspgränden,,,Espoo
Haapaniemenrinne,Aspnäsbrinken,,,Espoo
Haapaniementie,Aspnäsvägen,,,Espoo
Haaparousku,Buktriskan,,,Espoo
Haarakas,Fingersvampen,,,Espoo
Haarakuja,Armgränden,,,Espoo
Haarniskakuja,Harneskgränden,,,Espoo
Haarssinkuja,Harsgränden,,,Espoo
Haarssinniitty,Harsängen,,,Espoo
Haarssintie,Harsvägen,,,Espoo
Hagalundintie,Hagalundvägen,,,Espoo
Hahlakuja,Grytkroken,,,Espoo
Haikaranportti,Storkporten,,,Espoo
Hakakuja,Haggränden,,,Espoo
Hakamaankuja,Hagmarksgränden,,,Espoo
Hakamaantie,Hagmarksvägen,,,Espoo
Hakamäentie,Hagbacksvägen,,,Espoo
Hakamäki,Hagbacken,,,Espoo
Hakarinne,Hagsluttningen,,,Espoo
Hakjärvenranta,Hackjärvsstranden,,,Espoo
Hakjärventie,Hackjärvsvägen,,,Espoo
Hakkapeliitantie,Hakkapelitvägen,,,Espoo
Hakkukuja,Hackgränden,,,Espoo
Hallavantorpantie,Gråstorpsvägen,,,Espoo
Halonhakkaajanpolku,Vedhuggarstigen,,,Espoo
Haltiakallio,Rådberget,,,Espoo
Haltialehto,Skogsfolkslunden,,,Espoo
Haltiankaari,Gårdsråets båge,,,Espoo
Haltiantie,Gårdsråets väg,,,Espoo
Haltijatontunkuja,Tomtenissegränden,,,Espoo
Haltijatontuntie,Tomtenissevägen,,,Espoo
Haltilankuja,Haldensgränden,,,Espoo
Haltilanmäki,Haldensbacken,,,Espoo
Haltilanniitty,Haldensängen,,,Espoo
Haltilanpolku,Haldensstigen,,,Espoo
Haltilanpuisto,Haldensparken,,,Espoo
Haltilantie,Haldensvägen,,,Espoo
Halujärvenkuja,Haluträskgränden,,,Espoo
Halujärvenmäki,Haluträskbacken,,,Espoo
Halujärvenrinne,Haluträskbranten,,,Espoo
Halujärventie,Haluträskvägen,,,Espoo
Hamnkopplan,Hamnkopplan,,,Espoo
Hanasaarenranta,Hanaholmsstranden,,,Espoo
Hanikka,Hanikka,,,Espoo
Hankalahdentie,Hanglaxvägen,,,Espoo
Hankalahti,Hanglax,,,Espoo
Hankatie,Årtullsvägen,,,Espoo
Hannu Olavinpojan tie,Hans Olofssons väg,,,Espoo
Hannuksenkuja,Hannusgränden,,,Espoo
Hannuksenmäki,Hannusbacken,,,Espoo
Hannuksenpelto,Hannusåker,,,Espoo
Hannuksenpuisto,Hannusparken,,,Espoo
Hannuksenrinne,Hannusbranten,,,Espoo
Hannuksentie,Hannusvägen,,,Espoo
Hannulanniitty,Hannulaängen,,,Espoo
Hannuntie,Hansvägen,,,Espoo
Hannusjärvenkuja,Hannusträskgränden,,,Espoo
Hannusjärvenmäki,Hannusträskbacken,,,Espoo
Hannusjärventie,Hannusträskvägen,,,Espoo
Hannuskallio,Hannusberget,,,Espoo
Hannusmetsä,Hannusskogen,,,Espoo
Hannusranta,Hannusstranden,,,Espoo
Hans Westerlundin tie,Hans Westerlunds väg,,,Espoo
Hansakallio,Hansaberget,,,Espoo
Hansakallionkuja,Hansabergsgränden,,,Espoo
Hansakallionpolku,Hansabergsstigen,,,Espoo
Hansakartano,Hansagården,,,Espoo
Hansaportti,Hansaporten,,,Espoo
Hansatie,Hansavägen,,,Espoo
Harakankuja,Harakkagränden,,,Espoo
Harakantie,Harakkavägen,,,Espoo
Haralahdentie,Haralahtivägen,,,Espoo
Haravakuja,Räfsgränden,,,Espoo
Haravaniitty,Räfskilen,,,Espoo
Harjumäentie,Åsbacksvägen,,,Espoo
Harjutie,Åsvägen,,,Espoo
Harjuviita,Åsbysket,,,Espoo
Harluntie,Harluvägen,,,Espoo
Harmaakallionpolku,Gråbergsstigen,,,Espoo
Harmaalaakso,Grådalen,,,Espoo
Harmaamäki,Gråbacken,,,Espoo
Harmaaniitynkuja,Gråängsgränden,,,Espoo
Harmaaniityntie,Gråängsvägen,,,Espoo
Harmaaparrankuja,Gråskäggsgränden,,,Espoo
Harmaaparranpolku,Gråskäggsstigen,,,Espoo
Harppuunakuja,Harpungränden,,,Espoo
Hatsinanpuisto,Gattjinaparken,,,Espoo
Hauenkallio,Gäddberget,,,Espoo
Hauenkalliontie,Gäddbergsvägen,,,Espoo
Hauenkoukku,Gäddkroken,,,Espoo
Hauenkulma,Gäddhörnet,,,Espoo
Haukikuja,Gäddgränden,,,Espoo
Haukilahdenkatu,Gäddviksgatan,,,Espoo
Haukilahdenranta,Gäddviksstranden,,,Espoo
Haukitie,Gäddvägen,,,Espoo
Haukiverkko,Gäddnätet,,,Espoo
Haukkakallio,Hökberget,,,Espoo
Haukkalammentie,Haukkalampivägen,,,Espoo
Haukkaranta,Haukkastranden,,,Espoo
Hauklammenranta,Hauklampistranden,,,Espoo
Havastie,Notgarnsvägen,,,Espoo
Havutie,Barrvägen,,,Espoo
Hedelmäkuja,Fruktgränden,,,Espoo
Hehkurinne,Glödbrinken,,,Espoo
Hehkutie,Glödvägen,,,Espoo
Heikinkuja,Henriksgränden,,,Espoo
Heikunankuja,Hejkonagränden,,,Espoo
Heikunantie,Hejkonavägen,,,Espoo
Heimolanpolku,Heimolastigen,,,Espoo
Heimolanrinne,Heimolabrinken,,,Espoo
Heimolantie,Heimolavägen,,,Espoo
Heiniemenpolku,Hejnässtigen,,,Espoo
Heiniemi,Hejnäs,,,Espoo
